61,A2SBISQJE2ZPJQ.csv,I THINK PROFESSIONAL CAMERA AND WHITE PAPERS WITH PEN ON THE TRABLE,TOOLS,TOOLS,PAPER AND PEN,?,METER HAGE,RUBBER STAMP,CAMER PARTS,ROLLER,CAMERA PARTS,ROPE
61,A36ABFLSNFESVJ.csv,In the wooden background with lot of objects;like camera; letter pads with pen. Plastic Toys; Rubber Stamp; paper of notes; Small Digital camera.,Plastic toy with hands up style.,Plastic toy holding the toy ball,Letter pads under the pen.,Bundle of papers folding and knotted,Bundle of papers folding and knotted and camera top view.,Bundle of papers folding and knotted near on rubber Stamp,Camera top angle with lot of photo effect digital option buttons,Camera's front shows lens and flash light.,Camera top side shows the brand name.,One side of thread bundle.
61,A37M4OVE9R80G.csv,camera was showned at its function view,toy,?,?,?,camera functions,?,camera options,old camera,?,?
61,A3QI1RV4HQ9MOC (not sure).csv,As the Irish education hub for Camara. we envision an Ireland where all young people have the skills to realise their potential and confidently create their future.,HAND,TOY,PEN,GIFT,LENS ADJUSTMENT,STAMP,SMALL LENS,FOUCUSING LENS,FLASH,THREAD
61,A3QZMGTVA4VO44.csv,Office accessories along with electronic devices are kept are on the table.,Doll showing the hands up,Bunch of covers near doll,Bunch of covers,Covers with knot ,Electronic device,Rubber stamp,Electronic device,Camera ,Electronic device,Thread roll62,A175PJR0W3LO8I.csv,two caucasian kids about 6 years old; playing in the sand in what appears to be a park.,jacket and hand of a young boy,face of a young boy smiling,sand in a park,sand in a park and the hand of a young girl,face of a young girl,background post of a playground toy,torso of young girl, green colored parka,knees and legs of young girl wearing jeans.,,
62,A1AZAC9CPBEP6K.csv,A boy and a girl are at the park. They are using their hands to shovel some sand into a sculpture.,boy's body,boy's face,sand,girl's hand into the sand,girl's face and shoulders,wood,torso,leg,,
62,A20SMUCY0FQA7Z.csv,TWO CHILDREN; A BOY AND A GIRL PLAYING THE SEASHORE WITH SAND,BOY'S HAND,BOY,SAND,GIRLS'S HAND,GIRL,STICK,GIRL TSHIRT,GIRL'S SKIRT,,
62,A2DF9RS5XWFW3E.csv,Two children are playing in the sand and looking at the camera. One boy and one girl. The boy is smiling.,A boy's arm,A boy's smiling face,sand,A girl's arm in the sand,A girl looking at the camera,A metal pole,A girls trunk/body,A girl's leg and foot in the sand,,
62,A2J237J8KM3OCS.csv,A little and buy and girl playing with sand on a beach; they are looking at camera for moment capture. ,boy hand playing with sand,boy smile for pose ,beach sands,girl hand playing with sand,girl looking for pose ,?,green t shirt of a girl,girl blue jeans with socks,,
62,A2SBISQJE2ZPJQ.csv,ONE BOY AND ONE GIRL PLAYING THE SAND VERY HAPPILY.,BOY SHIRT,BOY FACE,SAND,GIRL'S HAND,GIRL FACE,?,GIRL'S TOPS,GIRL'S DRESS,,
62,A36ABFLSNFESVJ.csv,Boy and girl playing with sand. They try to build the sand house.,Boy's shoulder towel,Boy's head with smiling face,Sand for preparing,Girl's hand playing with sand,Girl's head with face.,Part of standing wooden ,Girl's dress on middle,Girl's Leg with jeans and side of shoes,,
62,A37M4OVE9R80G.csv,a little boy and girl playing in the sand and giving pose in front of camera,little boy hand,little boy face,sand,hand,little girl face,?,little girl body,little girl leg,,
62,A3QI1RV4HQ9MOC (not sure).csv,Children boy and girl playing on the sea shore.\nSmall girl and boy play with sand near sea.,BOY HAND,BOY FACE,SAND,GIRL HAND,GIRL FACE,WOOD STICK,GIRL T SHIRT,GIRL LEG,,
62,A3QZMGTVA4VO44.csv,Boy and girl children are playing in sand.,Boy's shirt,Boy's head,Sand,Hand on the sand,Girl's head,Tree,Girl's shirt,Girl's pant ,,63,A175PJR0W3LO8I.csv,an outdoor rooftop bar in what appears to be Chicago; with what appears to be the Willis tower in the background. There are two women seated in the background; talking; and a man and a woman in the foreground; facing towards the background as the man points out features in the skyline.,The Willis Tower,two women seated and talking,the early evening sky with some clouds,back and white blouse of a woman,back of the head of a woman,back of the head of a man dressed in a suit,back of woman in white blouse, and the wrist of the man in a suit, holding a drink,a fan on the rooftop,part of an adjacent building.,
63,A1AZAC9CPBEP6K.csv,A group of people are on a rooftop terrace. They are looking at the skyline of the city while holding glasses of drinks.,skyscraper,two women on the bench,sky,bench,woman's head,man's head,two torsos,fan on the roof,structure,
63,A20SMUCY0FQA7Z.csv,A OLD COUPLE STANDING ON A ROOF AND ENJOYING THE SCENIC BEAUTY OF THE CITY,A TALL BUILDING,TWO GIRLS,CLOUD,WOMEN'S DRESS,WOMEN'S HEAD,MEN'S HEAD,MEN'S HAND AND WOMEN'S HAND,FAN,WINDOW,
63,A2DF9RS5XWFW3E.csv,Balcony party in big city. The skyline is in the distance. 2 women are sitting and chatting. A man and woman are standing and he is pointing to something in the distance.,A skyscraper,2 women talking,the sky,back of woman standing,back of woman's head and skyline,back of man's head,upper body of man and woman,a fan on a roof,windows of a building across the way,
63,A2J237J8KM3OCS.csv,some people seen at rooftop restaurant. A man holding a glass of drink; tell something to his woman friend.,tall building structure,two woman discuss something,a blue sky,restaurant menu,?,A man point out the factory building,A man holding a glass of drink,fan on rooftop,?,
63,A2SBISQJE2ZPJQ.csv,ONE MAN WINE IN HAND AND HE IS SPEAK WITH ONE WOMAN. AND NEAR TWO WOMANS ARE TALKING AND SITTING IS THERE,BUILDING,TWO WOMAN'S,SKY,WOMAN'S DRESS,WOMA'S DRESS,MAN'S HEAD,MEN AND WOMAN,FAN,BUILDING,
63,A36ABFLSNFESVJ.csv,Couples chat with viewing scenery from the restaurant. Surrounding some other peoples on that restaurant.,City Buildings enter the sky,Two women's talking each other,Sky around the clouds,Glass of drink with some note,Women's head with neck chain,Man's head back view,Man's hand holding the glass,Electric fan on top of the building,Windows of some other building,
63,A37M4OVE9R80G.csv,a man telling about something to the girl standing nearby; near by two girls speaking sitting in wood table,building,two girls speaking,sky,?,a girl back view,man back view,man holding glass,?,?,
63,A3QI1RV4HQ9MOC (not sure).csv,Picture of Young couple in love outdoor Romantic young couple enjoying,TOWER,HAIR,SKY,TABLE,HEAD,MEN HEAD,MEN AND WOMEN HAND,FAN,BUILDING,
63,A3QZMGTVA4VO44.csv,Men and women are talking about something.,Tall buildings,Women are sitting,Cloudy sky,Women's cloth,Women's head,Men's head,Wine in glass,Wind fan,Wood,64,A175PJR0W3LO8I.csv,This is a collection of signs and plants that are decoratively hanging on a wooden wall outside; perhaps at a cafe.,decorative sign with \Cappucino\ written on it.,decorative sign with \Madrid\ written on it.,decorative sign with coffee cup and pot, with words \Fresh Ground Coffee\ written on it.,decorative planter with a small plant.,some decorations and a \WELCOME\ sign.,bottom of a decorative planter and a sign with \Sit\ written on it.,Some colorful decorations and a picture frame attached to a wooden wall,Some colorful decorations and a sign with the word \MAID\ written on it.,some decorations and a sign with the word \A SPELL\ written on it.,a sign shaped like a coffee mug
64,A1AZAC9CPBEP6K.csv,A wooden wall that is full of different items. Some of the objects are signs while others are vases.,sign,sign,sign,pot,sign and flowers,signs and pot,sign,sign,sign,sign
64,A20SMUCY0FQA7Z.csv,A WOODEN BOARD WITH MANY SMALL BOARDS AND DECORATING THINGS,CAPPUCINO BOARD,MADRID BOARD,COFFEE BOARD,FLOWER POT,WELCOME BOARD,FLOWER POT AND BOARD,PHOTO FRAME,SMALL BOARD,STARS,DECORATING FLOWERS
64,A2DF9RS5XWFW3E.csv,A bunch of shabby signs and license plates scattered on a table or wall. View from the top.,A cappuccino sign,A sign that says Madrid,Part of cappuccino sign and coffee sign that says fresh ground coffee,a rusty bucket of yellow flowers,Sign says welcome with 2 watering cans underneath,bottom of rusty bucket with flowers with part of sign that says sit,An abstract water color looking painting,A sign that says maid,Part of sign that says \a spell\,Part of sign in shape of mug
64,A2J237J8KM3OCS.csv,look like a antique collection on wood wall having A coffee mug; nameplates; business name signs; red flower and ring.,Item name,city name,fresh coffee ,pot plant,welcome sign,pot plant,portrait with lipstick ,classify board ,?,coffee mug
64,A2SBISQJE2ZPJQ.csv,ONE WOOD DOOR IS STANDING THERE. MANY STICKERS AND FLOWERS ARE DECORATING WITH WOOD DOOR.,CAPPUCINO STICKER,MADRID STICKER,COFFEE STICKER,FLOWER BUCKET,WELCOME BOARD,BUCKET,CHART,MAID BOARD,FLOWER,COFFEE MUG
64,A36ABFLSNFESVJ.csv,Lot of decorations on wooden background. Name design; welcome board; coffee board; coffee mug design; flower pot; floral design.,Cappuccino text board,Madrid text board,Fresh Ground Coffee Design board,Flower pot with flower,Welcome board design,Flower pot bottom side,Abstract design board,Maid Board Design,A spell text board,Coffee mug with some text design
64,A37M4OVE9R80G.csv,lot of boards in the wall also little pot and some areas roses are attached,board,board,coffee board,pot,?,?,?,?,flower,mug board
64,A3QI1RV4HQ9MOC (not sure).csv,Wood letters name and Painting wooden letters,CAPPUCCINO BOARD,MADRID BOARD,COFFEE BOARD,FLOWER POT,WELCOME BOARD,SIT BOARD,PAINTING,MAID BOARD,A SPELL BOARD,CUP
64,A3QZMGTVA4VO44.csv,Number plate along with other plates are hanging on the wooden wall.,Cappuccino display board ,Madrid display board,Coffee display board,Plant pot,Welcome board,Strained pot,Frame,Maid display board,Colorful paper with display board,Coffee cup65,A175PJR0W3LO8I.csv,It appears a group of people enjoying a meal in a dining room.  The white kitchen is seen in the background.  There are three two men and two women seated at a white table in the foreground.,face of black woman,blue plastic cup held by black woman,bottom of blue plastic cup held by the black woman.,Microwave oven in the background,Face of caucasian man,napkin or dish towel on the table,arm and chest of caucasian woman wearing a red pullover,face of caucasian woman downing a beverage in a red plastic cup,face of another caucasian man looking sideways,head of caucasian man looking sideways.
65,A1AZAC9CPBEP6K.csv,A group of people sitting around a table. They have drinks in their hands and are eating food off a plate.,woman's head,a hand holding a cup,hands holding a cup,fireplace,a man's head,an arm on a table,a woman's torso near a plate,a woman drinking ,two people's heads,a man's head
65,A20SMUCY0FQA7Z.csv,TWO MEN AND TWO WOMEN EATING IN THE KITCHEN AND HAD A PLEASANT CONVERSATION AMONG THEM,WOMEN'S FACE,PLASTIC CUP,CUP AND WOMEN'S HAND,MICROWAVE OVEN,MEN'S FACE,TOWEL,WOMEN'S HAND AND PLATE,WOMEN WITH CUP,MEN'S FACE,MEN'S HEAD AND EAR
65,A2DF9RS5XWFW3E.csv,A group of friends at a table hanging out in a kitchen. 2 men and 2 women. The women have drinks in their hands. ,Side of one woman's face with blue cup,the blue cup,bottom of blue cup and hand,microwave,man's face,women's arm with cell phone next to it,woman's chest and arm with coral shirt,woman drinking out of red cup with partial view of man's face,side view of man's face with longer hair,man's side of head
65,A2J237J8KM3OCS.csv,Two woman and two man sitting on a table ; two woman sipping a coffee and both man watching their woman friend.Fridge and oven also appears is this picture.,woman sipping a coffee ,coffee cup close up ,a woman hand ,oven ,man ,a woman hand ,food plate,woman sipping a coffee ,a man face,hair
65,A2SBISQJE2ZPJQ.csv,TWO WOMAN'S AND TWO MEN'S ARE SITTING AND EATING THE FOOD ON COFFEE SHOP. ONE WOMAN DRINKING WATER AND ANOTHER ONE WOMAN GLASS IN LEFT HAND.,BLACK WOMAN,GLASS,GLASS WITH HAND,?,MAN FACE,TABLE MAT,WOMAN'S CHEST,MAN AND WOMAN,MAN AND WOMAN,MAN'S HEAD
65,A36ABFLSNFESVJ.csv,Family members shares the dinner with each other. Talking couples each other.,Women's face with smile,Cup holding women,Food on the table,Fire place on the house,Man's face,Mobile on the table,Plate of food on the table,Women drinking water,Men's face and women's face side ,Man's head with hair
65,A37M4OVE9R80G.csv,two girls drinking other two mans watching them,girl face,tumbler,girl hand,?,man face,phone,plate,girl drinking,man face,man hair
65,A3QI1RV4HQ9MOC (not sure).csv, Kitchen eating areas on Pinterest.,WOMEN FACE,CUP,MEN HAND,OWEN,MEN FACE,MEN HAND,GIRL HAND,RED CUP,MEN FACE,HAIR
65,A3QZMGTVA4VO44.csv,People are eating in a dinning table.,Women with cup,Blue color cup,Women's hand,Oven in cupboard ,Men's face,Table cloth,Green plate,Women is drinking ,Men's face,Grey color fridge 66,A175PJR0W3LO8I.csv,A very sparsely decorated living room and dining room of a small apartment. The decor is modern; with a glass coffee table; a beige sofa in the foreground; and flat screen tv in the background. There is awhite dining room with one chair in the background; in front of a french door.,wood flooring,white wall,dining table and chair in the background,dining table chair and french door in the background,bottom of coffee table,wall lights (sconces),flat screen tv and stand,part of sofa cushions,a large picture hung on the wall,part of the sofa cushion, with the bottom corner of the tv in view.
66,A1AZAC9CPBEP6K.csv,A room with furniture and other appliances. The room has wooden floors and paintings on the wall.,floor,wall,table,chair,coffee table,light on a wall,fireplace,couch,painting,couch
66,A20SMUCY0FQA7Z.csv,THE LIVING ROOM OF A HOME WITH A WELL FURNISHED SOFA; A GLASS TABLE AND A MODERN TV,WOODEN FLOOR,WALL,TABLE WITH CHAIR,GLASS WINDOW,GLASS TABLE,LAMP,TV,SOFA,PHOTO FRAME,SOFA
66,A2DF9RS5XWFW3E.csv,Modern looking living room and dining room. Stark and sleek lines with grey colors.,part of couch and floor,part of wall,dining room table and chair,modern piece of art on coffee table. 2 spheres connected by wire in vertical position,coffee table legs,lighting fixture on wall,television set,right side of couch with floor,ocean art work on wall,bottom right side of tv
66,A2J237J8KM3OCS.csv,A drawing room with sofa; TV; center table; Dinning table; glass door with wooden floor,wooden floor,?,chair,center table,center table and sofa,wall lamp,TV,sofa ,painting,?
66,A2SBISQJE2ZPJQ.csv,VERY NEAT AND CLEAN ROOM. ONE TEA TABLE ; ONE CHAIR AND DINING TABLE IS THERE. ,FLOOR,WALL,CHAIR AND TABLE,CHAIR AND FLOOR,TABLE,WALL AND LIGHT,MONITOR,FLOOR,PICTURE,FLOOR
66,A36ABFLSNFESVJ.csv,3 D design of living room. They shoes TV with stand; sofa; tea table with decorate lights.,Floor on the hall,Side wall back and window side,Dining table with chairs,Tea table design light,Showing leg of tea table,Wall design light,TV top the table,Sofa design on sitting position,Wall Frame photo design,Floor and wall view
66,A37M4OVE9R80G.csv,room having sofa and tv set lights are turned on,floor,?,table & charir,chair,?,light,tv,?,wall picture,
66,A3QI1RV4HQ9MOC (not sure).csv,living room furniture in rich wood finishes and upholstered fabrics in classic neutrals or bold pops of blushes.,FLOOR,WALL,TABLE,WINDOW,TABLE LEG,LIGHT,TV,FLOOT MATE,SCEANER,FLOOR
66,A3QZMGTVA4VO44.csv,Well furnished living room.,Well designed floor,Edge of the wall,Dinning table,Decoration on the table,Table legs,Light on the wall,LED TV,Sofa seat,Picture on the wall,Sofa seat67,A175PJR0W3LO8I.csv,part of a motorbike race with a racer coming into view in the foreground on a dirt track; and two or three other racers in close pursuit behind.,motorcross biker in the background,top of helmet of motorcross biker in the foreground,motorcross biker in the foreground, doing a wheelie,bottom of motorcycle in the foreground,out of focus background of dirt trail,part of dirt path in the foreground,part of the foot of the racer in the foreground, and the dirt path in the background.,,,
67,A1AZAC9CPBEP6K.csv,People racing on motor bikes on a dirt course. The people are wearing safety armor and have banners on their uniforms.,man on a motorbike,helmet and dirt,man on a motorbike,wheels of the motorbike,dirt,dirt course,dirt,,,
67,A20SMUCY0FQA7Z.csv,A BIKE RACE IN WHICH THREE BIKE RACERS DRIVE THEIR MOTORCYCLES VERY FASTER TO MAKE FIRST IN THE RACE,BIKE RACER,SAND,BIKE RACER,RACE BIKE,SAND,SAND ,SAND,,,
67,A2DF9RS5XWFW3E.csv,3 people riding dirt bikes on a track in full protective gear. Front person is doing a wheelie.,the rider that is behind the others,dirt mound in the background,the front dirt biker doing wheelie,the dirt bike doing a wheelie,part of dirt mountain in background,the inside berm of dirt track,dirt in the background,,,
67,A2J237J8KM3OCS.csv,mud racing track with two bikes; two person on bike followed by other person. ,person on bike,?,two person on bike,bike,mud track,mud track,mud bay,,,
67,A2SBISQJE2ZPJQ.csv,THREE BIKE RIDING PLAYERS DRIVE THE BIKE IN BIKE RACE. HE IS WEAR HELMET AND SPORTS DRESS.,BIKE WITH MAN,?,BIKE WITH MAN,BIKE WHEEL,?,SAND,SAND,,,
67,A36ABFLSNFESVJ.csv,Motor bike riding with sand road. Player on ride very risky stunts.,Man Bike ride with sand road,Background hard road,Man with biking helmet,Bike's Tyre and man's leg,Background hard road,Sand road with shadows,Background hard road,,,
67,A37M4OVE9R80G.csv,three man riding bike in a bike race,man riding in bike,?,two man riding bike in a race,bike wheel,?,?,?,,,
67,A3QI1RV4HQ9MOC (not sure).csv,motorcycle sport of racing motorcycles,RACE MEN,SAND,WHEELING,TYER,SAND,SAND,SAND,,,
67,A3QZMGTVA4VO44.csv,Players are doing bike race.,Man with bike,Dry sand,Man with helmet ,Motor cycle tyre,Dry sand,Wet sand in the driving lane ,Dry sand,,,68,A175PJR0W3LO8I.csv,two very expressive photos of a man who painted his face white; the one one the left shows the man surprised; while the one on the left shows disapproval.,head, eyes and nose of surprised man,nose and mouth of man,background wall,background wall and parts of the heads of the two men,background wall and parts of the heads and ears of the two men,eyes and nose of disapproving man,nose and mouth of disapproving man,,,
68,A1AZAC9CPBEP6K.csv,Two men are next to each other in a white room. The men's face seem to be covered in powder and each have a different expression.,eyes and nose,nose and mouth,wall,corners of two heads,two ears,man's eyes and nose,man's nose and mouth frowning,,,
68,A20SMUCY0FQA7Z.csv,TWO FEELINGS; HAPPY AND SAD EXPRESSED IN A MAN FACE WITH FULL OF CREAM,MEN'S EYES,FACE,WHITE BACKGROUND,MEN'S HEAD,MEN'S EARS,EYES AND NOSE OF MAN,NOSE AND LIPS OF MAN,,,
68,A2DF9RS5XWFW3E.csv,Two pictures of the same man next to each other. Left image is him giving a goofy and silly look and the right image is him giving a sad face.,Happy image of his eyes and nose,Silly face bottom of nose and lips,white background,the space inbetween images with just edges of head showing,space in between faces with more of left side of face showing,upclose view of sad face with just eyes and nose showing,sad face with only showing bottom of face bottom of nose and lips,,,
68,A2J237J8KM3OCS.csv,Two man make a strange face ; one is sad and other one looks surprise,eyes,surprise lips,?,hair,ears,upper half face,sad lower half face,,,
68,A2SBISQJE2ZPJQ.csv,ONE CRYING FACE AND SURPRISING FACES ; TWO REACTION FACES IS THERE.,MAN'S EYES,MAN'S MOUTH,?,?,TWO MAN'S EARS,MAN'S HEAD,MAN'S  MOUTH AND NOSE,,,
68,A36ABFLSNFESVJ.csv,Happy man and sad man with face covering flours.,Man's eyes,Man's mouth,Grey Backround,Two face side head with grey background,Man's two faces ears,Man's forehead and eyes,Man's mouth,,,
68,A37M4OVE9R80G.csv,man showing his face in happy and sad mood,man eyes,man smiling face,?,?,?,man eyes,man sad face reaction ,,,
68,A3QI1RV4HQ9MOC (not sure).csv,photos for happy sad face,EYE,SMILE,WHITE BACKGROUNG,HAIR,SIDE FACE,EYE AND NOSE,SAD,,,
68,A3QZMGTVA4VO44.csv,Man with different facial expressions.,Man with surprising eyes,Semi opened lips,Empty space,Head edges of two men,Ears of two men,Face without lips,Closed mouth,,,69,A175PJR0W3LO8I.csv,close up photo of woman with a nose piercing in sunlight; looking to the right.,background shadow near the cheek of the woman,right eye of woman,nose of woman,nose and mouth of woman,forehead and some hair of woman,left eye of woman,chin of owman,cheek of woman,hair and ear area of woman,woman's hair
69,A1AZAC9CPBEP6K.csv,A woman's face who has a nose ring. She is smiling and looking towards her side.,cheek,eye,nose,nose and mouth,forehead,eye,jaw,cheek,ear,hair
69,A20SMUCY0FQA7Z.csv,A WOMAN HAVE A CUTE SMILING TOWARDS LOOKING A THING AND GIVING A NICE POSE,WOMEN'S HAIR,WOMEN'S EYE,NOSE OF WOMEN,NOSE AND LIPS OF WOMEN,WOMEN'S FOREHEAD,LEFT EYE OF WOMEN,WOMEN'S CHIK,WOMEN'S CHIK,WOMEN'S HAIR,WOMEN'S HAIR
69,A2DF9RS5XWFW3E.csv,An upclose photo of woman with side eye. Has a piercing in her nose.,bottom left side of face,One of her eyes,Her nose,Bottom of nose and lips,Her forehead,her right eye,bottom right of cheek,rightcheek,right side of face above her ear,Her hair
69,A2J237J8KM3OCS.csv,A Asian dusky woman with black hair; brown eyes looks in good mood,side cheeks,brown eyes,nose with nose-pin,lips,?,brown eyes,?,side cheeks,black hair ,black hair 
69,A2SBISQJE2ZPJQ.csv,ONE LADY SMILING FACE AND BEAUTIFUL EYES AND SHE IS POSE TO PHOTO.,?,WOMAN'S EYE,WOMAN'S NOSE,WOMAN'S MOUTH,WOMAN'S FOREHEAD,WOMAN'S LEFT EYE,?,WOMAN'S CHIN,WOMAN'S HAIR,WOMAN'S HAIR
69,A36ABFLSNFESVJ.csv,Women showing her happy and sad face at the same time. ,Women's right cheek,Women's right eye,Women's nose,Women's mouth,Women's forehead,Women's left eye,Women's left chin,Women's left cheek,Women's hair,Women's hair
69,A37M4OVE9R80G.csv,a girl casual look,?,girl eye, girl nose,girl lips,?,girl right side eye,?,?,?,girl hair
69,A3QI1RV4HQ9MOC (not sure).csv,Cute smiling girl face picture,HAIR,EYE,NOSE,LIPS,SKIN,EYE,CHIK,CHIK,HAIR,HAIR
69,A3QZMGTVA4VO44.csv,Women with beautiful smile,Cheek of a women,Eye of a women,Nose with piercing ,Lips of a women,Forehead of a women,Left eye of a women,Chin of a women,Cheeks of a women,Ear side of a women,Hair of a women70,A175PJR0W3LO8I.csv,the sidelines of a football game; with players in blue uniform in the background lined up and looking away (perhaps onto the field); and a single player wearing number 29 uniform; facing forward.,heads of some players in the background,background in blur, perhaps of the stands of a stadium,backs of heads of some football players,torso of football player in the foreground,chest area of football player in the foreground wearing number 29 uniform,face of number 29 uniformed player,helmet of player in the background,back of head of player wearing number 10 uniform in the background,arm of player in the background wearing number 83 uniform,back of player wearing number 83 uniform
70,A1AZAC9CPBEP6K.csv,A group of football players in their uniforms standing around. They are wearing a blue jersey with white symbols.,the backs of a few football players uniforms,the top of people's heads,the back of the heads of a few people,torso,man's chest,man's head,a few heads with one wearing a helmet,the back of the heads of a few people,torso and arm,the back of a man's body
70,A20SMUCY0FQA7Z.csv,A BASE BALL PLAYER RETURN FROM HIS TEAM SADLY AND MADE A WALK TOWARDS BACK,THREE BASEBALL PLAYERS,MEN'S HEAD,TWO MAN,BASE BALL PLAYER'S DRESS,PLAYER'S FACE,HELMET,PLAYER TURNS BACK,HAND,PLAYER WITH HIS JERSEY,
70,A2DF9RS5XWFW3E.csv,A football team watching with backs turned with one player walking behind them with a look of angst.,Partial view of 3 players in background,blurry picture of fans in background,clear view of back of one player's head with out of focus head next to it,lower view of player's backside,picture of chest of one player walking behind,Picture of player's face that looks to be distressed,player with helmet on with another player in front of him without helmet,picture of #10 upper body and back of head,arm and body,back of players head and upper body. Kessler #83
70,A2J237J8KM3OCS.csv,a rugby football team on a ground,player back ,?,man head,lower abdomen ,man chest,man face,helmet ,player back ,hand,player back 
70,A2SBISQJE2ZPJQ.csv,ONE GROUP OF SPORTS PLAYER STANDING IN GROUNG. ONE PLAYER IS WALKING AND HE SHOW THE HIS FACE,MAN'S DRESS,?,MAN'S HEAD,MAN'S DRESS,MAN'S CHEST,MAN'S FACE,MAN'S HEAD AND MAN'S HELMET,MAN'S BODY AND HEAD,MAN'S HAND,MAN'S BODY
70,A36ABFLSNFESVJ.csv,Man walking behind him team mates with tired of expressions. Remaining players are focusing other side.,Man's back show him name,Crowds blur view,Man's head back side,Man's ride side hip,Man's chest showing him number,Man's Face,Man's head with helmet,Man's back show him name,Man's hand middle part,Man's head and back show him name
70,A37M4OVE9R80G.csv,a team playing game 29 number printed man walking to somewhere others are seeing one side,?,?,?,t shirt,29 number printed in man tshirt,player face,?,10 number printed man back view,?,klessler name printed tshirt man back  view
70,A3QI1RV4HQ9MOC (not sure).csv,Baseball is a bat-and-ball game played between two teams of nine players each,THREE PLAYERS,HEAD,BACK HEAD,HIP,CHUST,FACE,HELMET,BACK VIEW PLAYER,HAND,BACK VIEW PLAYER
70,A3QZMGTVA4VO44.csv,Players are standing in the ground,Blue shirt of players,Visitors gallery ,Head of a person,Blue shirt of a player,Player's shirt with the number 29,Face of a person,Player with helmet ,Player's shirt with the number 10,Blue shirt with white pant of a player,Player's backside with his number71,A20SMUCY0FQA7Z.csv,A GIRL PLACE A WOODEN FRAME OVER A GIRL GIVES A FUNNY POSE IN HIS FACE,WOODEN FRAME,WOODEN FRAME,GIRL'S FACE,GIRL DRESS,WOODEN FRAME,WOMAN HAND,GIRL'S HANDS,GIRL FACE,,
71,A2JP8W265WCC35.csv,A woman is holding an empty picture frame in front of another woman. The other woman is sticking her tongue out and looking through the picture frame.,picture frame,left corner of picture frame,woman ,woman's chest and torso,woman's left hand holding frame,woman's right arm holding frame,woman's chest,woman's face,,
71,A2UTHXLZL8TNBK.csv,a women in holding a frame in front of another women and she drops hers tongue out to mock others,white frame,white frame,head of a lady,chest of a lady,hands of a person,hands of a person holding a frame,arms of a person,face of a lady,,
71,A31681CCEVDIH3.csv,Two woman are standing; one is sticking her tongue out inside a picture frame the other is holding.,picture frame and shoulder,picture frame and head,head and frame,chest and frame,hand holding frame,arm holding frame,elbows,face,,
71,A37M4OVE9R80G(grammar).csv,two girls giving different facial expression one girl holding square board,?,?,girl funny face,girl chest,girl hand ,girl hand having tattoo,?,girl funny reaction,,
71,A3VOMP0WOJTB4I.csv,There are two women in the picture and they are making different expressions.,wall,frame,face,chest,hands,arms,coat,women's eyes,,
71,A7R1OLLU1Z6RA.csv,Two women are posting for a photo with one woman making a funny face inside of a picture frame.,Bottom left corner of frame,Top left corner of frame,Woman making a funny face,woman's black blouse,hand holding bottom right corner of frame,womans sleeve,womans surprised looking face,,,
71,AFQKLIYNCVZTL(short).csv,One woman is holding a frame over a woman's head.,frame,frame,woman,chest,hand,arm,shirt,face,,
71,AKX5RHHO8BIUX.csv,Two women; one dressed in black and the other in grey. The woman in grey is on the right and his holding a white picture frame in front of the other woman. The other woman is looking at the camera through the picture frame and sticking out her tongue. The other woman looks somewhat startled.,corner of picture frame and shorter woman's shoulder,Upper corner of picture frame and top of shorter woman's head,full face view of shorter woman sticking out her tongue and a bit of the top of the picture frame.,Shorter woman's chest, crossed by the lower part of the picture frame.,Taller woman's left hand holding the frame, shorter woman's left arm.,Taller woman's right arm and hand holding the corner of the picture frame.,Taller woman's left upper arm and right elbow, a bit of her chest. ,Taller woman's full face.,,
71,AQKEB6AAXXZTI(short).csv,taking different photos,frame,frame,a girl ,frame crossed by girl,a hand taking frame,hand,girls hand,thrilling face,,72,A20SMUCY0FQA7Z.csv,CUTE GIRL WITH NICE GROOMED FACE GIVE POSES FOR A PHOTOGRAPH,CHIK,CHICK,HAIR,RIGHT EYE,NOSE AND LIPS OF GIRL,LEFT EYE,HAIR,GIRLS DRESS,TREE,
72,A2JP8W265WCC35.csv,A close up of a young woman's face and shoulders. She has blonde hair; large blue eyes; and is wearing red lipstick. She has a slight; closed-mouth smile.,right ear,left cheek,right lower jaw,right eye,nose and mouth,left eye,left ear area with hair,partial left shoulder,tiny snippet of left shoulder,
72,A2UTHXLZL8TNBK.csv,a girl in yellow dress with full makeup and touch-ups.,ears of a person,cheeks of a person,?,eye ,mouth and nose of a person,eye of a person,hair,neck and shoulder,?,
72,A31681CCEVDIH3.csv,A woman is staring into the camera; she is blonde and wearing liquid lipstick.,ear,cheek,hair,left eye,lips and nose,right eye,bangs,neck and shoulder,shoulder and background,
72,A37M4OVE9R80G(grammar).csv,girl simple pose she painted her lips with lipstick,?,?,?,girl left side eye,girl nose and lips,girl right side eye,?,?,?,
72,A3VOMP0WOJTB4I.csv,A girl is staring in this image.,ears,cheeks,hair,eyes,lips,forehead,eyelids,hacket,trees,
72,A7R1OLLU1Z6RA.csv,It looks like a woman with blonde hair is posing for a photo.,Left ear,left cheek,blonde hair,left eye,nose and lips,right eye,blonde hair,yellow blouse,trees,
72,AFQKLIYNCVZTL(short).csv,A woman is staring ahead.,ear,arm,hair,eye,lips,eyes,hair,shoulder,trees,
